LOG_ID:001 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:538 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:539 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:540 | USER:guest | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:541 | USER:root | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:542 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:543 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:544 | USER:root | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:545 | USER:student_22 | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:546 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:547 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:548 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:549 | USER:student_22 | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:550 | USER:student_22 | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:551 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:552 | USER:dr_ozhan | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:553 | USER:root | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:554 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:555 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:556 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:557 | USER:student_22 | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:558 | USER:admin | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:559 | USER:dr_ozhan | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:560 | USER:admin | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:561 | USER:admin | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:562 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:563 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:564 | USER:admin | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:565 | USER:student_22 | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:566 | USER:analyst_beta | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:567 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:568 | USER:student_22 | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:569 | USER:student_22 | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:570 | USER:analyst_beta | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:571 | USER:student_22 | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:572 | USER:admin | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:573 | USER:guest | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:574 | USER:admin | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:575 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:576 | USER:analyst_beta | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:577 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:578 | USER:student_22 | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:579 | USER:guest | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:580 | USER:guest | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:581 | USER:dr_ozhan | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:582 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:583 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:584 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:585 | USER:guest | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:586 | USER:root | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:587 | USER:analyst_beta | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:588 | USER:guest | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:589 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:590 | USER:guest | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:591 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:592 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:593 | USER:admin | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:594 | USER:dr_ozhan | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:595 | USER:root | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:596 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:597 | USER:analyst_beta | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:598 | USER:guest | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:599 | USER:guest | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:600 | USER:admin | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:601 | USER:root | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:602 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:603 | USER:analyst_beta | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:604 | USER:root | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:605 | USER:guest | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:606 | USER:guest | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:607 | USER:analyst_beta | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:608 | USER:root | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:609 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:610 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:611 | USER:dr_ozhan | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:612 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:613 | USER:admin | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:614 | USER:root | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:615 | USER:guest | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:616 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:617 | USER:admin | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:618 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:619 | USER:root | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:620 | USER:dr_ozhan | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:621 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:622 | USER:analyst_beta | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:623 | USER:student_22 | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:624 | USER:admin | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:625 | USER:analyst_beta | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:626 | USER:dr_ozhan | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:627 | USER:student_22 | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:628 | USER:dr_ozhan | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:629 | USER:admin | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:630 | USER:analyst_beta | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:631 | USER:root | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:632 | USER:dr_ozhan | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:633 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:634 | USER:admin | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:635 | USER:student_22 | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:636 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:637 | USER:analyst_beta | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:638 | USER:guest | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:639 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:640 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:641 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:642 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:643 | USER:root | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:644 | USER:root | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:645 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:646 | USER:analyst_beta | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:647 | USER:admin | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:648 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:649 | USER:guest | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:650 | USER:root | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:651 | USER:root | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:652 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:653 | USER:admin | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:654 | USER:analyst_beta | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:655 | USER:admin | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:656 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:657 | USER:analyst_beta | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:658 | USER:guest | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:659 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:660 | USER:root | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:661 | USER:student_22 | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:662 | USER:admin | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:663 | USER:dr_ozhan | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:664 | USER:admin | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:665 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:666 | USER:dr_ozhan | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:667 | USER:guest | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:668 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:669 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:670 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:671 | USER:analyst_beta | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:672 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:673 | USER:root | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:674 | USER:root | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:675 | USER:analyst_beta | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:676 | USER:root | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:677 | USER:dr_ozhan | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:678 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:679 | USER:admin | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:680 | USER:student_22 | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:681 | USER:analyst_beta | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:682 | USER:dr_ozhan | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:683 | USER:dr_ozhan | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:684 | USER:root | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:685 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:686 | USER:dr_ozhan | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:687 | USER:root | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:688 | USER:dr_ozhan | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:689 | USER:student_22 | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:690 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:691 | USER:root | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:692 | USER:root | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:693 | USER:root | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:694 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:695 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:696 | USER:guest | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:697 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:698 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:699 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:700 | USER:student_22 | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:701 | USER:dr_ozhan | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:702 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:703 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:704 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:705 | USER:root | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:706 | USER:dr_ozhan | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:707 | USER:student_22 | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:708 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:709 | USER:analyst_beta | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:710 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:711 | USER:root | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:712 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:713 | USER:root | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:714 | USER:admin | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:715 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:716 | USER:dr_ozhan | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:717 | USER:student_22 | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:718 | USER:root | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:719 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:720 | USER:dr_ozhan | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:721 | USER:analyst_beta | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:722 | USER:guest | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:723 | USER:analyst_beta | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:724 | USER:student_22 | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:725 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:726 | USER:admin | ACTION:DELETE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:727 | USER:guest | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:728 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:729 | USER:student_22 | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:730 | USER:admin | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:731 | USER:root | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:732 | USER:dr_ozhan | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:733 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:734 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:735 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:736 | USER:dr_ozhan | ACTION:UPDATE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:737 | USER:guest | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:738 | USER:admin | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:739 | USER:analyst_beta | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:740 | USER:analyst_beta | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:741 | USER:dr_ozhan | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:742 | USER:student_22 | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:743 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:744 | USER:analyst_beta | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:745 | USER:root | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:746 | USER:dr_ozhan | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:747 | USER:analyst_beta | ACTION:LOGIN | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:748 | USER:student_22 | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:749 | USER:guest | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:750 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:751 | USER:analyst_beta | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:752 | USER:root | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:753 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:754 | USER:student_22 | ACTION:FAILED_ACCESS | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:755 | USER:student_22 | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:756 | USER:student_22 | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:757 | USER:dr_ozhan | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:758 | USER:root | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:759 | USER:admin | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:760 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:761 | USER:root | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:762 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:763 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:764 | USER:admin | ACTION:UPDATE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:765 | USER:student_22 | ACTION:LOGOUT | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:766 | USER:root | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:767 | USER:admin | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:768 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:769 | USER:analyst_beta | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:770 | USER:admin | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:771 | USER:dr_ozhan | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:772 | USER:student_22 | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:773 | USER:student_22 | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:774 | USER:admin | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:775 | USER:guest | ACTION:FAILED_ACCESS | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:776 | USER:dr_ozhan | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:777 | USER:admin | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:778 | USER:admin | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:779 | USER:root | ACTION:DELETE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:780 | USER:analyst_beta | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:781 | USER:admin | ACTION:DELETE | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:782 | USER:student_22 | ACTION:LOGIN | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:783 | USER:student_22 | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:784 | USER:analyst_beta | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:785 | USER:dr_ozhan | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:786 | USER:admin | ACTION:LOGIN | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:787 | USER:dr_ozhan | ACTION:UPDATE | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:788 | USER:admin | ACTION:LOGOUT | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:789 | USER:admin | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:790 | USER:guest | ACTION:FAILED_ACCESS | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:791 | USER:root | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:792 | USER:admin | ACTION:FAILED_ACCESS | IP:192.168.1.1 | STATUS:old_v1
LOG_ID:793 | USER:guest | ACTION:LOGOUT | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:794 | USER:student_22 | ACTION:LOGIN | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:795 | USER:admin | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:796 | USER:dr_ozhan | ACTION:DELETE | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:797 | USER:root | ACTION:LOGOUT | IP:8.8.8.8 | STATUS:old_v1
LOG_ID:798 | USER:admin | ACTION:UPDATE | IP:172.16.254.1 | STATUS:old_v1
LOG_ID:799 | USER:guest | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:800 | USER:admin | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:801 | USER:admin | ACTION:DELETE | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:802 | USER:guest | ACTION:FAILED_ACCESS | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:803 | USER:student_22 | ACTION:LOGIN | IP:127.0.0.1 | STATUS:old_v1
LOG_ID:804 | USER:admin | ACTION:LOGOUT | IP:10.0.0.15 | STATUS:old_v1
LOG_ID:805 | USER:student_22 | ACTION:UPDATE | IP:192.168.1.1 | STATUS:old_v1
